Player,Team,Age,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Rupert Wills,Collingwood,26,Midfielder,9,7.267,71.111,72.556,0,0,65,5.333,10.333,15.667,78.014,68.75,82.796,34.043,1.222,0.222,80.778,5.156,2.222,7.05,1.556,10.071,7,9,16,43.75,1.333,4,1.111,1.667,2.778,2.556,0.111,0,0,0.111,1.222,1,0.222,0.889,0.933,0.111,,0,,7.444,0.889,0,,0.556,,0,0,0.111,0.111,0,,2.778,11.574,0.444,0,1.444,21.556,0.444
Ryan Abbott,Geelong,28,Ruck,1,3.7,66,74,0,0,83,5,6,11,,,,,2,1,216,,4,2.75,6,1.833,6,8,14,,2,3,1,2,3,3,0,1,1,0,1,3,-2,66,69.474,24,36.364,3,12.5,4,0,2,,2,,1,1,0,1,0,,5,17.857,0,0,3,22,2
Ryan Bastinac,Brisbane,28,Midfielder,3,5.533,48,54,0,0,77.333,8.667,2.667,11.333,76.471,80.769,,76.471,1.667,1.333,227.667,20.088,2.333,4.857,2.333,4.857,3,8.667,11.667,25.714,2.333,2.333,0.333,0,0.333,5.333,0,0,0,0,0.333,1,-0.667,0,0,0,,0,,1.333,0.333,0.667,,0,,2,0.667,0,0.667,0,,3,11.111,0.667,0,1.333,10.333,0.667
Ryan Burton,Port Adelaide,22,Med Defender,16,7.544,74,72.312,3,0.188,70.938,13.75,5.938,19.688,73.333,70.909,78.947,69.841,2,4.125,405.438,20.594,3,6.562,3.812,5.164,5.688,11.125,16.812,33.829,5.625,4.875,0.25,0.5,0.75,3.812,0.188,0.125,0.938,0,0.562,0.938,-0.375,0,0,0,,0,,2.062,0.062,1.625,46.154,0,,4,0.25,0.25,0.562,0.125,,2.938,12.336,0.938,0.125,2.125,11.625,1.75
Ryan Clarke,Sydney,22,Midfielder,14,5.5,56.929,62.214,0,0,81.857,8.714,8.429,17.143,66.25,54.098,78.814,50.833,2.571,0.929,239.429,13.967,2.643,6.486,3.357,5.106,5.214,11.643,16.857,30.932,2.571,4.214,0.286,1.214,1.5,2.929,0.143,0.071,0.143,0.071,0.571,1.071,-0.5,0,0,0,,0,,3.143,0.357,0.286,,0.071,,1,0.071,0.071,0.286,0.286,,3.071,14.983,0.643,0,0.5,15,0.214
Ryan Gardner,Western Bulldogs,22,Key Forward,2,1.85,31.5,29,0,0,72.5,2,4,6,,,,,0.5,0,49.5,,0.5,12,1,6,3,3,6,,0.5,1.5,0.5,0,0.5,1,0,0.5,0,0.5,1.5,0,1.5,10,11.494,2,20,0,,0.5,0.5,0,,1.5,,2,1,0.5,1.5,0,,2.5,10,0.5,0,3,11,3
Ryan Garthwaite,Richmond,21,Key Defender,7,4.957,50,41.571,0,0,96.857,6.143,2.857,9,82.54,79.07,90,68.254,0.571,2.714,140,15.556,1.571,5.727,2.429,3.706,2,7,9,22.222,2.714,1.571,0,0,0,4,0.143,0,0.714,0,0.286,0.571,-0.286,0,0,0,,0,,1.714,0,4,35.714,0,,0,0,0,0,0,,0.714,3.289,0.143,0,8.286,12,8
Ryan Lester,Brisbane,27,Med Defender,9,7.944,60.778,55.778,0,0,84,9,3,12,73.148,64.198,100,75,1.444,2.111,224.778,18.731,2,6,2.778,4.32,4.222,7.222,11.444,36.893,5.222,2.778,0.222,0.444,0.667,3.556,0.444,0,1.333,0.222,0.778,0.667,0.111,0,0,0,,0,,3.333,0.222,2.556,17.391,0,,0,0,0,0,0.111,,2.222,8.065,1.111,0,4.222,12.222,3.778
Ryan Nyhuis,Fremantle,23,Med Defender,5,8.54,55.8,45.6,0,0,82.2,6.6,5.2,11.8,86.441,87.879,84.615,55.932,1.6,1,117.2,9.932,1,11.8,1.6,7.375,5.6,6.6,12.2,45.902,5.2,4,0,0.2,0.2,3.8,1,0,1.2,0,0.4,0.4,0,0,0,0,,0,,1.2,0,2.8,21.429,0.4,,0,0,0,0,0,,1,5.682,0.2,0,4.2,9.8,3.4
Ryley Stoddart,Sydney,20,Med Defender,2,1.15,21,17,0,0,69.5,2.5,3.5,6,,,,,1,0,49,,2,3,1.5,4,1,6,7,,1.5,1,0,0,0,1,0,0,0.5,0,0,1.5,-1.5,0,0,0,,0,,1,0.5,1,,0,,0,0,0,0,0.5,,1.5,8.333,0.5,0,1.5,7,1.5
Sam Collins,Gold Coast,25,Key Defender,9,9.022,60.444,48.667,0,0,96.667,7.222,4.889,12.111,72.477,67.692,79.545,59.633,0.444,3.333,156.556,12.927,2.778,4.36,3.222,3.759,6.556,5.444,12,54.63,8.111,3.889,0,0,0,4.778,1.667,0,2.889,0,0.889,1.111,-0.222,0,0,0,,0,,1.333,0,5.222,25.532,0,,0,0,0,0,0,,1.111,5.952,0.667,0,6.222,7.444,5.667
Sam Day,Gold Coast,27,Key Forward,10,9.28,68.1,63.8,0,0,82.1,6.1,5.5,11.6,70.69,62.295,80,52.586,1.2,0.2,150.6,12.983,2,5.8,2.3,5.043,6.2,5.6,11.8,52.542,1.5,3.3,0.1,0.6,0.7,5,1.8,1.6,0.2,1.5,0.9,0.4,0.5,11.5,10.849,4.4,38.261,1,22.727,2.1,0.7,0.2,,3.1,61.29,11,1.1,0.4,1.7,0.5,64.706,3.5,21.341,0.5,0,2.1,10.5,1.9
Sam Durdin,North Melbourne,23,Key Defender,10,5.84,52.6,36.9,0,0,85.4,5.5,3.3,8.8,82.955,81.818,84.848,62.5,0.6,2,104.4,11.864,1.3,6.769,1.4,6.286,3.1,5.9,9,34.444,4.2,2.1,0,0,0,3,0.3,0,1.3,0,0.4,0.8,-0.4,0,0,0,,0,,1.7,0,3.6,36.111,0,,0,0,0,0,0,,1.3,5.306,0.7,0.1,7,7,6
Sam Frost,Melbourne,26,Key Defender,22,8.95,64.091,52.455,2,0.091,87.273,8.545,4.909,13.455,72.973,68.085,81.481,63.514,0.864,3.227,215.545,16.02,2.909,4.625,2.636,5.103,5.591,7.682,13.273,42.123,7.045,4.091,0,0.091,0.091,4.318,0.636,0.045,1.727,0,0.727,1.045,-0.318,0,0,0,,0,,1.591,0,2.5,36.364,0,,0,0,0.091,0.091,0.136,,2.045,9.912,1.273,0.227,5.273,7.636,4.5
Sam Gray,Port Adelaide,27,Med Forward,20,7.975,71.2,74.5,19,0.95,82.7,8.35,9.05,17.4,66.954,49.701,82.873,47.989,2.65,0.3,220.45,12.67,2.15,8.093,3.4,5.118,5.95,11.4,17.35,34.294,2.3,4.65,0.25,0.85,1.1,3.8,0.25,1.15,0.15,0.25,1.05,0.65,0.4,0,0,0,,0,,3.5,1.1,0.2,,0.95,15.789,20,1,0.85,2.2,0.45,45.455,5.05,21.444,0.7,0.2,0.75,14.8,0.3
Sam J. Reid,Greater Western Sydney,30,Med Defender,26,6.496,65.846,61,1,0.038,88.385,8.654,6.346,15,77.949,75.111,81.818,57.692,1.538,1.846,194.385,12.959,2.231,6.724,2.346,6.393,5.615,9.5,15.115,37.15,4.885,4.231,0.192,0.808,1,4.808,0.269,0.154,0.846,0,0.423,1.038,-0.615,0,0,0,,0,,2.462,0.192,0.962,12,0.038,,3,0.115,0.077,0.346,0,,2.654,11.636,0.808,0.038,2.269,12.346,1.346
Sam Jacobs,Adelaide,31,Ruck,5,10.72,80.2,80.6,0,0,81,6,5.4,11.4,56.14,33.333,81.481,52.632,2.4,0.2,160.2,14.053,2.2,5.182,1.8,6.333,7,4.8,11.8,59.322,1.6,3.6,0.8,2,2.8,2.4,1.2,0.4,1,0,1,1,0,67.4,78.19,35.6,52.819,11.4,32.022,2.6,0.2,0.2,,2,10,0,0,0.6,0.6,0.2,,5.4,25,4,0,2.4,8.8,2.2
Sam Lloyd,Western Bulldogs,29,Med Forward,23,9.874,75.043,76.348,5,0.217,80.304,10.87,4.522,15.391,66.667,60.8,80.769,70.621,2.652,0.696,308.217,20.025,2.391,6.436,3.478,4.425,5.217,10.13,15.348,33.994,1.565,3.652,0.043,0.609,0.652,5.174,0.696,1.739,0.13,1.565,0.609,0.696,-0.087,0,0,0,,0,,2.348,0.696,0,,1.87,32.558,38,1.652,1.348,3.478,0.609,47.5,5.87,24.064,0.652,0.087,0.783,12.522,0.348
Sam Menegola,Geelong,27,Midfielder,12,8.383,81.417,76.333,0,0,76.917,10.583,8.417,19,69.737,62.992,78.218,55.702,2.917,2.25,281.5,14.816,2.083,9.12,2.833,6.706,7.833,11.917,19.75,39.662,3,6.583,0.417,1.25,1.667,4.833,0.5,0.083,0.5,0.167,0.583,0.667,-0.083,0,0,0,,0,,3.167,0.583,0,,0.667,,3,0.25,0.5,0.917,0.667,27.273,4.333,18.909,0.667,0,1.417,15,1.083
Sam Petrevski-Seton,Carlton,21,Med Defender,22,9.877,81.636,77.727,9,0.409,79.091,11.136,7.955,19.091,70.238,63.673,79.429,58.333,1.773,1.864,235.227,12.321,2.864,6.667,3.182,6,8,11.182,19.182,41.706,4.227,6.318,0.409,1.682,2.091,3.955,0.182,0.227,0.955,0.182,0.545,0.909,-0.364,0,0,0,,0,,4.364,0.455,0.545,41.667,0.045,,4,0.182,0.182,0.455,0.136,40,3.182,15.419,0.636,0.045,1.455,17.091,0.818
Sam Powell-Pepper,Port Adelaide,21,Mid Forward,19,9.184,74.263,75.211,5,0.263,80.895,9.842,9,18.842,65.642,50.802,81.871,52.235,4.474,0.737,351.737,18.668,3.421,5.508,4.053,4.649,8.368,11.316,19.684,42.513,1.895,5.474,1.421,1.526,2.947,2.632,0.316,0.474,0.105,0.421,0.737,1.474,-0.737,0,0,0,,0,,4.842,0.789,0.053,,0.737,50,10,0.526,0.947,2.158,0.053,24.39,5.421,22.991,0.947,0.684,1.632,18.842,0.421
Sam Reid,Sydney,28,Key Forward,22,10.636,78.455,69.5,17,0.773,86.182,6.5,4.955,11.455,71.032,72.028,69.725,56.746,1.636,0.273,170.818,14.913,1.455,7.875,1.773,6.462,5.909,5.864,11.773,50.193,1.455,3.091,0.227,0.273,0.5,5,1.636,1.773,0.5,1.045,0.909,0.409,0.5,14.909,16.474,5.727,38.415,1.5,26.19,2.864,1.409,0.273,,3.5,36.364,28,1.273,0.591,1.955,0.318,65.116,4.682,22.103,0.818,0,2.864,11.318,2.091
Sam Rowe,St Kilda,32,Key Forward,1,5.6,46,39,0,0,82,4,5,9,,,,,1,0,69,,0,,0,,6,3,9,,1,3,0,1,1,2,1,2,0,0,2,0,2,16,21.333,8,,2,,0,0,1,,2,,0,0,1,2,1,,5,20.833,2,0,2,4,2
Sam Switkowski,Fremantle,23,Med Forward,18,8.911,65,55.944,0,0,70.778,4.944,6.444,11.389,73.171,61.798,81.897,43.415,2.222,0.222,145.389,12.766,1.556,7.321,2.333,4.881,6.111,5.722,11.833,51.643,1.5,4.222,0.333,0.722,1.056,2.5,0.389,0.5,0.167,0.222,1.167,0.722,0.444,0,0,0,,0,,4.889,1.167,0.056,,1.333,16.667,6,0.333,0.167,0.722,0.611,46.154,4.056,20.11,0.833,0.056,2.056,20.833,0.778
Sam Taylor,Greater Western Sydney,20,Key Defender,22,8.123,61.409,44.227,5,0.227,81.5,5.227,5.545,10.773,79.325,73.913,84.426,48.523,0.682,2.455,147.545,13.696,1.318,8.172,1.682,6.405,4.364,6.318,10.682,40.851,5.591,3.091,0,0.136,0.136,3.818,0.727,0,2,0,0.545,0.455,0.091,0,0,0,,0,,1.636,0,3.136,23.188,0.091,,1,0.045,0,0.045,0,,1.273,5.49,0.5,0.091,6.5,6.636,6.182
Sam Walsh,Carlton,19,Midfielder,22,9.232,86.909,92.091,26,1.182,83.955,13.5,11.682,25.182,65.523,54.209,78.599,53.61,3.045,2.091,316.636,12.574,3.909,6.442,5.182,4.86,9.636,15.818,25.455,37.857,3.818,7.909,0.5,2.727,3.227,5.136,0.136,0.136,0.273,0.273,0.591,0.909,-0.318,0,0,0,,0,,3.182,0.318,0.227,,0.091,,6,0.273,0.591,1.091,0.5,25,4.091,19.824,0.955,0.591,0.727,21.864,0.182
Sam Weideman,Melbourne,22,Key Forward,11,7.5,58.818,51.364,0,0,84.182,5.455,4.818,10.273,72.566,66.667,79.245,53.097,0.909,0.182,107.636,10.478,1.273,8.071,1.545,6.647,5.182,5.091,10.273,50.442,0.455,2.909,0.091,0.273,0.364,4.182,1.455,1.455,0,0.909,0.636,0.545,0.091,6.182,7.01,1.273,20.588,0.545,,1.455,0.545,0.091,,2.091,21.739,11,1,0.727,2.091,0.364,47.826,4,19.13,0.182,0,1.364,7.636,1.091
Sam Wright,North Melbourne,29,Med Defender,4,2.3,52.25,55.25,0,0,78.75,7.5,10.5,18,79.167,66.667,88.095,41.667,1.5,3.25,224.25,12.458,2.5,7.2,3,6,4,13.75,17.75,22.535,3.25,3.5,0,0.25,0.25,3.75,0,0,0.5,0,1,1.25,-0.25,0,0,0,,0,,0.75,0,1.5,,0,,0,0,0.25,0.25,0,,2,8.421,0.25,0.25,1.25,8.25,0.75
Scott D. Thompson,North Melbourne,33,Key Defender,19,8.437,70.263,59,0,0,86.368,10.263,4.947,15.211,81.661,80,85.106,67.474,0.895,4.947,296.263,19.478,2.053,7.41,2.895,5.255,4.684,7.895,12.579,37.238,6.158,2.789,0,0.053,0.053,4.684,1.105,0,2.368,0,0.526,1.211,-0.684,0,0,0,,0,,1.842,0.053,2.368,40,0.053,,0,0,0,0,0.158,,2.421,10.502,1.632,0.105,4,8.368,3.632
Scott Jones,Fremantle,24,Ruck,1,10.2,80,78,0,0,87,7,7,14,,,,,1,1,68,,5,2.8,4,3.5,11,6,17,,2,6,2,3,5,2,1,0,1,0,3,2,1,67,84.81,24,35.821,6,25,4,0,1,,0,,0,0,0,0,0,,2,11.765,1,0,3,18,1
Scott Lycett,Port Adelaide,27,Ruck,18,13.706,101.389,83.056,29,1.611,81.167,7.5,8.278,15.778,70.07,51.852,86.577,47.535,2.889,1.333,240.222,15.225,3.833,4.116,3.056,5.164,9.944,6.944,16.889,58.882,3.556,5.111,1.111,2.722,3.833,3.111,0.667,0.222,1.222,0.167,1.611,2.222,-0.611,55.222,59.343,25.667,46.479,7.889,30.736,2.944,0.389,1,27.778,0.5,,6,0.333,0.278,0.944,0.222,35.294,4.111,17.412,2.278,0.056,4.333,12.389,3.389
Scott Pendlebury,Collingwood,31,Midfielder,24,14.554,105.042,104.208,73,3.042,82.708,14.375,12.917,27.292,75.267,66.377,85.161,52.672,5,1.292,391.958,14.362,2.542,10.738,3.583,7.616,9.875,17.583,27.458,35.964,3.417,6.042,1.333,3,4.333,4.375,0.208,0.083,0.333,0.208,1.25,0.375,0.875,0.042,0.047,0,,0,,4.667,0.625,0.417,10,0.083,,12,0.5,0.333,0.917,0.542,54.545,6.25,27.372,1.458,0.125,1.792,22.833,0.75
Scott Selwood,Geelong,29,Midfielder,2,5,72.5,83.5,0,0,79,10.5,8.5,19,63.158,57.143,,55.263,2.5,1,185.5,9.763,4.5,4.222,5.5,3.455,6.5,11.5,18,36.111,2.5,4.5,0.5,2.5,3,4,0,0,0,0,1.5,2,-0.5,0,0,0,,0,,6,0.5,0.5,,0.5,,1,0.5,0.5,1,0,,2,9.302,0.5,0,1,22,0
Sean Darcy,Fremantle,21,Ruck,11,8.518,74.182,68.636,1,0.091,84.636,4,7.091,11.091,60.656,38.636,73.077,36.066,1.455,0.909,93.636,8.443,2.818,3.935,2.091,5.304,7.273,4.455,11.727,62.016,1,4.636,0.909,1.909,2.818,1.818,0.455,0.727,0.091,0,0.909,1.636,-0.727,53.818,59.438,27.273,50.676,7.091,26,2.727,0.273,0.818,,2.273,16,4,0.364,0.636,1,0.273,36.364,3.364,16.087,1.091,0,3.364,8.636,2.455
Sean Lemmens,Gold Coast,25,Mid Forward,8,5.975,48.25,52.875,0,0,68.5,6.875,3.625,10.5,51.19,45.455,62.069,65.476,2.5,0.375,159.875,15.226,2.875,3.652,3.25,3.231,6.25,4.75,11,56.818,1.125,4.125,1.75,0.625,2.375,1.875,0,0.375,0,0.375,1.25,1,0.25,0,0,0,,0,,4.5,1.125,0.25,,0.375,,4,0.5,0.125,1,0.25,,1.75,10.853,0.5,0,0.625,15.125,0.25
Sebastian Ross,St Kilda,26,Midfielder,22,12.827,97.773,94.318,35,1.591,85.591,14.682,11.318,26,72.902,60.062,89.558,56.469,4.455,2.091,395.682,15.219,2.636,9.862,3.955,6.575,8.409,17.682,26.091,32.23,2.455,6.136,1.455,2.773,4.227,3.818,0.045,0.091,0.273,0.182,0.455,0.864,-0.409,0,0,0,,0,,4.091,0.455,0.091,,0.045,,6,0.273,0.318,0.682,0.545,40,6.318,28.958,1.409,1.045,1.591,17.864,0.409
Shai Bolton,Richmond,21,Med Forward,19,9.105,67.263,60.737,13,0.684,79.947,7.526,6.474,14,72.556,60.839,86.179,53.759,3.368,0.263,234.526,16.752,2.684,5.216,2.474,5.66,5.474,8.842,14.316,38.235,0.842,4,0.421,1.158,1.579,3.053,0.316,0.526,0.105,0.474,0.474,1.158,-0.684,0,0,0,,0,,3.421,0.895,0,,0.684,38.462,15,0.789,0.632,1.737,1,45.455,5.526,22.629,0.789,0.737,1.474,15.895,0.474
Shane Edwards,Richmond,31,Med Defender,24,14.637,86.583,75.292,54,2.25,81.625,9.958,11.958,21.917,73.954,66.946,79.791,45.437,2.708,2.5,320.542,14.625,3.583,6.116,3,7.306,9.75,11.583,21.333,45.703,5.375,7.375,1.417,2.208,3.625,3.292,0.333,0.083,0.708,0.042,0.917,1.208,-0.292,0,0,0,,0,,3.125,0.25,0.458,18.182,0.083,,7,0.292,0.083,0.542,0.458,53.846,4.833,20.351,1.542,0.167,1.917,15.458,0.792
Shane Mumford,Greater Western Sydney,33,Ruck,20,8.965,79,63.7,4,0.2,83.1,2.9,6.6,9.5,75.789,56.897,84.091,30.526,1.4,0.5,57.2,6.021,4.55,2.088,1.25,7.6,7,3.45,10.45,66.986,1.35,3.65,0.8,2.7,3.5,1.3,0.45,0.1,0.4,0.1,1.75,3.9,-2.15,72.55,73.357,30.9,42.591,9.35,30.259,4.2,0.4,0.65,46.154,0.95,10.526,0,0,0.15,0.15,0.45,,3.75,15.957,2.85,0,3.15,15.65,2
Shane Savage,St Kilda,28,Med Defender,22,9.855,84.136,78.318,0,0,87.864,13.091,6.545,19.636,83.102,80.208,88.889,66.667,2.318,4.455,382.5,19.479,1.909,10.286,3.5,5.61,4.409,13.545,17.955,24.557,4.5,3.364,0.091,0.5,0.591,5.318,0.409,0.045,1.227,0.045,0.409,0.318,0.091,0,0,0,,0,,2.455,0,1.182,23.077,0,,2,0.091,0.182,0.409,0.136,,2.955,13.542,0.682,0.682,2.955,10.364,2.273
Shannon Hurn,West Coast,32,Med Defender,21,11.262,102.905,91.333,21,1,83.524,18.381,4.952,23.333,86.327,85.233,90.385,78.776,1.381,6.429,425.905,18.253,2.286,10.208,3.667,6.364,5.286,13.048,18.333,28.831,7.762,3.476,0,0.286,0.286,7.286,0.762,0,2.571,0.143,0.857,0.81,0.048,0,0,0,,0,,1.476,0,2.19,26.087,0,,0,0,0.095,0.143,0.143,,2.905,13.034,1.429,0.333,3.238,7.952,2.524
Shaun Atley,North Melbourne,27,Med Defender,21,8.933,74.333,66.905,0,0,87.429,10.571,9.571,20.143,79.669,71.622,88.557,52.482,2.238,2.333,290.048,14.4,2,10.071,3.333,6.043,5.429,15.143,20.571,26.389,4.286,4.619,0.143,0.381,0.524,3.429,0.19,0,0.333,0,0.524,0.714,-0.19,0,0,0,,0,,1.81,0.048,0.667,35.714,0.143,,0,0,0.143,0.143,0.333,,3.571,15.856,0.905,1.571,1.714,11.333,1.19
Shaun Burgoyne,Hawthorn,37,Med Defender,18,9.744,76.833,70.5,0,0,76,9.722,6.5,16.222,78.425,72,88.034,59.932,2.389,2.667,255.167,15.729,1.833,8.848,2.556,6.348,5.611,9.556,15.167,36.996,3.833,3.389,0.5,0.667,1.167,4.278,0.556,0.278,0.833,0.167,0.722,0.722,0,0,0,0,,0,,3.611,0.222,1.222,36.364,0.444,,7,0.389,0.167,0.611,0.333,63.636,3.611,16.332,0.722,0.167,3.056,13.611,1.833
Shaun Higgins,North Melbourne,31,Midfielder,17,12.835,94.882,95.294,55,3.235,80.412,13.059,15.353,28.412,74.534,58.108,88.506,45.963,4.824,1.353,425.176,14.965,3.529,8.05,4.706,6.037,8.647,19.882,28.529,30.309,2.706,5.941,1.471,2.647,4.118,3.765,0,0.294,0.294,0.235,0.882,0.824,0.059,0,0,0,,0,,2.882,0.353,0.059,,0.059,,10,0.588,0.647,1.706,0.882,34.483,6.588,28.718,1.529,0.176,0.412,17.529,0.118
Shaun McKernan,Essendon,29,Key Forward,16,7.475,64.312,65.312,7,0.438,84.438,8.5,3.625,12.125,56.701,52.206,67.241,70.103,2.188,0.438,208.062,17.16,3.875,3.129,3.25,3.731,7.5,4.875,12.375,60.606,1.25,2.875,0.375,1.125,1.5,5.062,2.375,1.625,0.438,0.75,1,1.812,-0.812,21.312,24.532,7.25,34.018,1.812,25,1.875,0.5,0.375,,3.438,27.273,17,1.062,0.688,2.25,0.125,47.222,4.125,20.433,1.125,0,2.062,7.688,1.75
Steele Sidebottom,Collingwood,28,Midfielder,23,11.1,95.522,100.217,36,1.565,87.261,14.739,11,25.739,72.466,64.897,82.609,57.264,3.696,2.13,382.87,14.875,2.652,9.705,4.174,6.167,7.913,18.261,26.174,30.233,3.391,5.87,0.522,1.913,2.435,6.13,0.13,0.261,0.304,0.609,0.435,0.783,-0.348,0,0,0,,0,,3.652,0.391,0.435,20,0.261,,10,0.435,0.304,0.913,0.174,47.619,5.261,23.18,0.913,0.739,1.783,18.174,0.826
Stefan Martin,Brisbane,33,Ruck,24,11.733,94.125,85.958,21,0.875,81.25,9.417,7,16.417,62.437,51.327,77.381,57.36,2.292,1.042,163.417,9.954,3.167,5.184,3.375,4.864,10.583,5.458,16.042,65.974,2.625,5.083,1.583,3.333,4.917,2.5,0.708,0.333,0.583,0.125,2.083,1.375,0.708,62.167,61.832,26.875,43.231,7.708,28.682,2.458,0.542,0.667,25,1.292,29.032,5,0.208,0.292,0.667,0.458,31.25,5,19.544,3.417,0,2.458,8.667,2.042
Stephen Coniglio,Greater Western Sydney,26,Midfielder,15,13.433,101.2,103.2,45,3,79.733,16.6,10,26.6,64.411,54.618,80.667,62.406,3.933,1.4,364.267,13.694,3.467,7.673,4.467,5.955,9.667,16.533,26.2,36.896,2,6.667,2.133,2.8,4.933,4.2,0.267,0.667,0.067,0.267,0.667,0.667,0,0.067,0.07,0,,0,,3.933,0.867,0.067,,0.8,33.333,15,1,0.4,1.8,0.667,55.556,6.267,26.781,1.133,0.467,0.667,13,0
Stephen Hill,Fremantle,29,Med Forward,3,7.133,39,37.667,0,0,60.333,5.667,6,11.667,71.429,,,48.571,2.667,0,160,13.714,2.333,5,3,3.889,3.333,7.667,11,30.303,1.667,3,0,0,0,1.333,0.333,0.667,0,0,0,1.333,-1.333,0,0,0,,0,,1.667,0.333,0,,0,,1,0.333,0,0.333,0.333,,2.667,14.815,0,0,1.333,4.667,1
Steven May,Melbourne,27,Key Defender,8,8.262,70.75,57.375,3,0.375,83.875,13,2.125,15.125,74.38,73.077,,85.95,0.75,4.875,307.25,20.314,2.875,5.261,3.375,4.481,4.125,7.75,11.875,34.737,5.125,3.125,0,0.25,0.25,3.75,0.5,0.125,0.75,0,0.625,1.125,-0.5,0.125,0.134,0.125,,0,,1.125,0,2.875,26.087,0,,1,0.125,0.25,0.375,0,,1.875,8.876,1.25,0.125,7.625,5.375,7
Steven Motlop,Port Adelaide,28,Med Forward,14,7.664,62.357,65.214,0,0,77.929,9.214,6.786,16,72.768,65.891,82.105,57.589,2.357,0.429,209.786,13.112,1.857,8.615,3.714,4.308,4.5,11.357,15.857,28.378,0.857,3.214,0,0.286,0.286,3.5,0.071,0.214,0.143,0.071,0.5,0.5,0,0,0,0,,0,,2.786,0.929,0.071,,0.929,15.385,7,0.5,0.357,0.929,0.571,53.846,4.429,19.872,0.214,0.5,1.214,14.357,0.571
Sydney Stack,Richmond,19,Med Defender,17,11.147,80.118,72.294,11,0.647,77.529,7.765,9.412,17.176,80.822,77.273,83.75,45.205,2.235,1.176,222.353,12.945,1.412,12.167,1.588,10.815,6.353,10.882,17.235,36.86,5.353,5.118,0.118,0.235,0.353,4.882,0.471,0.294,1.294,0.118,0.706,0.412,0.294,0,0,0,,0,,3,0.412,0.353,,0.235,,10,0.588,0.529,1.235,0.471,47.619,4.294,18.204,1,0.353,1.824,14.765,1
Tarryn Thomas,North Melbourne,19,Med Forward,20,8.18,62.6,55.05,0,0,72.95,5.7,6.3,12,74.583,63.158,84.921,47.5,1.35,0.3,143.1,11.925,1.2,10,1.6,7.5,6.2,6.3,12.5,49.6,1.65,4.7,0.4,0.8,1.2,2.35,0.45,0.7,0.05,0,0.7,0.45,0.25,0,0,0,,0,,3.35,1,0.05,,0.35,,16,0.8,0.75,1.75,0.35,45.714,3.95,17.1,0.8,0,1,17.9,0.6
Taylin Duman,Fremantle,21,Med Defender,14,5.921,61.929,65.714,0,0,84.214,10.714,4.143,14.857,72.596,67.333,86.207,72.115,1.071,2.857,240.214,16.168,2.429,6.118,2.857,5.2,3.857,10.214,14.071,27.411,4.286,2.643,0,0.5,0.5,5.5,0.429,0.071,1.286,0.071,0.429,0.571,-0.143,0,0,0,,0,,2.357,0,1.214,23.529,0,,1,0.071,0.214,0.357,0,,2.643,12.847,0.714,0,4.214,10.786,3.429
Taylor Adams,Collingwood,26,Midfielder,12,11.45,96,93.917,4,0.333,75,14.5,9.917,24.417,67.577,58.621,80.672,59.386,4.167,1.75,355.75,14.57,4,6.104,3.917,6.234,9.833,14.75,24.583,40,2.417,5.417,2.167,3.417,5.583,3.917,0,0.417,0.25,0.167,1.083,1.833,-0.75,0,0,0,,0,,5.083,0.833,0,,0.167,,5,0.417,0.417,1,1.083,41.667,6.333,26.117,1.167,0.75,1.167,20.083,0.167
Taylor Duryea,Western Bulldogs,28,Med Defender,14,8.221,78.5,76.786,7,0.5,75.5,13.786,5.143,18.929,78.868,77.72,81.944,72.83,2.429,4.071,357.5,18.887,2.214,8.548,4.071,4.649,4.929,12.929,17.857,27.6,5.786,3.214,0.071,0.357,0.429,5.857,0.643,0,1.429,0.071,0.786,0.714,0.071,0,0,0,,0,,2,0,0.929,7.692,0,,2,0.143,0.071,0.214,0.5,,3.5,14.412,1.071,0.143,3.214,9.5,2.571
