Player,Team,Age,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,Inside50s,Rebound50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,CentreClearances,StoppageClearances,TotalClearances,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,Bounces,OnePercenters,PressureActs,Spoils
Ben Howlett,Essendon,25,19,10.284,74.579,74.895,9,0.474,74.737,9,6.842,15.842,69.474,62.893,77.778,56.811,3,0.789,232.667,14.695,2.263,7,3.167,5,6.579,8.947,15.526,42.373,1.722,4.889,1.158,1.632,2.789,2.895,0.211,0.316,0.389,0.222,0.737,0.947,-0.211,0,0,0,,0,,5.737,1.5,0.389,,0.611,27.273,14,0.737,0.263,1.278,0.158,56.522,4.556,16.499,1.167,0.421,1.211,17.889,0.667
Ben Hudson,Collingwood,34,7,10.214,84.714,74.143,1,0.143,80.571,5.857,8.143,14,66.327,51.22,77.193,41.837,1.714,1,162.143,11.582,2.857,4.9,1.857,7.538,8.714,5.857,14.571,59.804,2,5,1.143,2.429,3.571,2.714,0.286,0.286,0.571,0,0.714,1.429,-0.714,55.571,66.156,21,37.789,6.143,29.252,3.429,0.143,1.143,,0.714,,1,0.143,0.143,0.286,0.143,,4.429,17.127,2.143,0,2.714,9.857,2
Ben Jacobs,North Melbourne,21,7,5.743,48.286,39,0,0,59.286,4.857,7.286,12.143,77.647,61.765,88.235,40,1.857,0.429,143.286,11.8,1.714,7.083,1.143,10.625,4.286,8.143,12.429,34.483,1.571,3.571,0.286,1.429,1.714,1.143,0,0,0,0,0.143,1.143,-1,0,0,0,,0,,1.857,0.429,0,,0.571,,2,0.286,0.571,1,0.286,,3.286,13.218,0.571,0.286,0.857,9.714,0.286
Ben Johnson,Collingwood,32,3,3.933,63,60.667,0,0,69.667,9.667,6.333,16,70.833,58.621,,60.417,1.333,5.667,360.333,22.521,2.333,6.857,4,4,4,9.667,13.667,29.268,4,2.667,0,0.667,0.667,2,0,0,0.333,0,1,1.333,-0.333,0,0,0,,0,,4,0,3,,0,,0,0,0,0,0,,2.333,8.235,0.333,0.333,3,8.333,1.667
Ben Kennedy,Collingwood,19,12,5.975,40.917,45.75,2,0.167,55.75,5.5,6.25,11.75,61.702,51.515,70.667,46.809,1.833,0.25,156.583,13.326,1.833,6.409,3.25,3.615,5.167,6.75,11.917,43.357,1.333,4.583,0.417,0.917,1.333,1.667,0.083,0.5,0,0,0.333,0.083,0.25,0,0,0,,0,,1.667,0.833,0.083,,0.75,,9,0.75,0.5,1.833,0.167,40.909,3.417,12.853,0.667,0.5,0.083,8.417,0
Ben McEvoy,St Kilda,24,22,12.014,93.318,75.682,14,0.636,83.455,5.273,6.227,11.5,77.47,71.552,82.482,45.85,0.727,0.909,92.273,8.024,0.636,18.071,1.318,8.724,6.818,5.182,12,56.818,3.409,4.091,0.773,0.773,1.545,4.682,1.5,0.364,1.591,0.273,0.727,0.318,0.409,56.727,65.443,20.409,35.978,5.591,27.394,2.864,0.182,0.545,50,1,27.273,6,0.273,0.091,0.364,0.227,,3.818,16.935,2.182,0.045,2.818,13.364,1.682
Ben McGlynn,Sydney,28,21,10.633,71.048,69.524,8,0.421,80.333,9.095,4.19,13.286,62.724,58.115,72.727,68.459,3.19,0.619,259.714,19.548,2.238,5.936,3.333,3.986,6.095,7.048,13.143,46.377,1.762,4.286,0.524,1.143,1.667,2.952,0.19,1.19,0.143,0.524,1.524,0.81,0.714,0,0,0,,0,,4.143,1.238,0.143,,0.524,36.364,30,1.429,0.762,2.619,0.952,54.545,5.048,19.925,0.714,0.381,1.095,21,0.619
Ben Reid,Collingwood,24,22,10.532,78.818,69.909,3,0.143,87.636,9.136,5.864,15,75.455,74.627,76.744,60.909,2.227,1.864,252.955,16.864,1.955,7.674,2.909,5.156,5.636,9.091,14.727,38.272,4.136,3.273,0,0.091,0.091,6.136,1.5,1.182,1.091,0.773,0.773,0.636,0.136,0,0,0,,0,,1.545,0.273,1.545,26.471,2.182,45.833,25,1.136,0.5,1.909,0.364,59.524,4.455,16.333,0.636,0.318,2.727,6.409,2.182
Ben Rutten,Adelaide,30,21,7.419,58.857,52,0,0,89.333,6.667,6.286,12.952,86.397,82.143,90.909,51.471,0.714,1.857,174.667,13.485,1.333,9.714,1.619,8,4.095,8.905,13,31.502,4.571,3,0,0.143,0.143,5.429,0.476,0,1.286,0.095,0.619,0.714,-0.095,0.048,0.053,0.048,,0,,1.143,0.048,3.429,22.222,0.095,,0,0,0.048,0.048,0.048,,2.714,10.16,0.905,0.19,3.381,5.095,3.095
Ben Sinclair,Collingwood,22,15,7.8,55.6,51.2,3,0.2,77.533,6.667,5.867,12.533,83.511,77,90.909,53.191,2.333,0.933,224.733,17.931,1.133,11.059,2.267,5.529,4.067,8.533,12.6,32.275,3.133,3.4,0.2,0.133,0.333,2.933,0.267,0.2,0.467,0.2,0.2,0.533,-0.333,0,0,0,,0,,2.8,0.467,0.733,45.455,0.2,,2,0.133,0.067,0.4,0.333,,4,14.286,1.067,1,0.933,10.6,0.733
Ben Stratton,Hawthorn,24,25,8.916,66,61.88,14,0.636,89.96,7.68,7,14.68,77.657,65.625,90.857,52.316,1.2,1.56,176.56,12.027,1.96,7.49,2.28,6.439,4.56,9.92,14.48,31.492,4.88,3.2,0,0.32,0.32,4.92,0.6,0.04,1.56,0.12,0.6,0.8,-0.2,0,0,0,,0,,2.96,0.04,2.2,23.636,0.4,60,0,0,0.04,0.04,0.08,,3.4,11.533,1.2,0.48,5.6,9.6,4.96
Bernie Vince,Adelaide,28,21,9.11,78.667,82.905,3,0.143,79.429,13.524,7.048,20.571,68.287,60.915,82.432,65.741,3.524,1.81,367.571,17.868,2.381,8.64,4,5.143,7.048,13.524,20.571,34.259,1.952,4.762,1.143,2.476,3.619,4.143,0,0.19,0.333,0.143,0.81,0.81,0,0.238,0.273,0.238,,0.143,,3.238,0.381,0.524,72.727,0.429,,13,0.619,0.524,1.381,0.238,44.828,4.857,18.247,0.857,0.333,0.571,13.81,0.381
Billie Smedts,Geelong,21,13,7.754,53.923,53.923,0,0,71.385,5.769,5,10.769,72.857,62.667,84.615,53.571,2.462,0.538,204.923,19.029,1.385,7.778,2.538,4.242,4.462,6.923,11.385,39.189,1.615,3.077,0.308,0.692,1,3.077,0.385,1,0.385,0.385,0.769,0.615,0.154,0,0,0,,0,,3.077,0.692,0.077,,1.077,21.429,12,0.923,0.615,1.846,0.385,50,4,13.684,0.769,0.385,0.846,13.154,0.462
Billy Longer,Brisbane,20,4,3.8,51.75,43.75,0,0,75.5,2.75,4.25,7,85.714,,,39.286,1.5,0.25,73.25,10.464,3.5,2,2,3.5,4,2.75,6.75,59.259,1,2,1,0.5,1.5,1.5,0.5,0.5,0,0,1.5,3.25,-1.75,53.75,57.796,17.5,32.558,3.75,21.429,3.25,0.5,2.25,,2,,0,0,0.25,0.5,0.25,,2.5,10.87,0.75,0,1.75,14.25,1.5
Blayne Wilson,West Coast,21,7,7.286,66.143,63.857,0,0,76.143,10.714,6.143,16.857,76.271,80,69.767,63.559,1,4.857,307.571,18.246,2.286,7.375,3.286,5.13,5.143,10.857,16,32.143,6,3.143,0,0,0,5.286,0.714,0,2,0.143,0.714,0.571,0.143,0,0,0,,0,,1.143,0,2,28.571,0,,0,0,0,0,0.143,,2.429,10.429,0.857,0.286,1.857,8.857,1.286
Brad Crouch,Adelaide,19,14,8.971,87.143,92.071,14,1,81.214,11.286,13.214,24.5,72.303,60.127,82.703,46.064,3.143,1.571,330.214,13.478,2,12.25,3.714,6.596,8.143,16.214,24.357,33.431,2.786,5.929,0.929,2.5,3.429,4.357,0.214,0.143,0.357,0.071,0.643,0.571,0.071,0,0,0,,0,,4.429,0.571,0.357,,0.214,,4,0.286,0.357,0.786,0.429,36.364,5.286,20.499,1.143,0.571,0.571,13.714,0.357
Brad Ebert,Port Adelaide,23,24,12.246,98,99.458,34,1.545,87.542,14.75,8.375,23.125,68.468,62.712,78.607,63.784,3.75,2.25,454.292,19.645,2.792,8.284,4.208,5.495,7.417,15.667,23.083,32.13,3.167,5.667,1.292,1.583,2.875,5.333,0.375,0.292,0.5,0.292,1,0.833,0.167,0.625,0.662,0.625,,0.333,,4.958,0.417,0.583,21.429,0.292,,13,0.542,0.25,0.875,0.458,61.905,6.167,24.342,1.333,1.208,1.625,16.458,1.375
Brad McKenzie,North Melbourne,20,10,4.14,41.2,45.7,0,0,50.8,6.7,4.9,11.6,71.429,67.742,77.778,57.759,1.7,0.9,166.778,15.316,1.3,8.923,1.778,6.125,2.8,9,11.8,23.729,1,1.778,0.1,0.6,0.7,3.3,0.3,0.1,0.222,0,0.4,0.5,-0.1,0.111,0.124,0.1,,0.111,,1.5,0,0.222,,0.222,,1,0.1,0.3,0.556,0.5,,2.444,8.661,0.333,0.3,0.7,8.444,0.222
Brad Sewell,Hawthorn,29,21,9.138,78.714,76.476,12,0.667,78.429,10.238,10.524,20.762,66.743,56.279,76.923,49.312,3.571,1,304.333,14.658,2.524,8.226,3.238,6.412,8.524,12.619,21.143,40.315,2.81,6.143,1.429,1.857,3.286,2.429,0.048,0,0.143,0.048,0.619,1.238,-0.619,0.095,0.102,0.048,,0,,4.905,0.286,0.238,,0.238,,2,0.095,0.286,0.524,0.429,18.182,5.238,17.857,1.381,0.048,1.095,18,0.381
Brad Sheppard,West Coast,22,13,5.746,50.308,50.692,0,0,74.308,7.462,4.385,11.846,71.429,64.948,82.456,62.987,1.923,0.846,210.615,17.779,1.231,9.625,2.462,4.812,3.846,8.154,12,32.051,2.308,2.846,0.462,0.538,1,2.846,0.154,0.154,0.462,0.154,0.923,0.385,0.538,0,0,0,,0,,2.385,0.231,0.462,,0.462,,3,0.231,0.308,0.846,0.462,27.273,3.692,15.094,0.923,0.077,1,11.154,0.615
Bradd Dalziell,West Coast,26,17,7.782,68.412,69.118,3,0.176,67.706,8.529,7.882,16.412,72.043,69.655,74.627,51.971,1.824,1.235,195.118,11.889,1.529,10.731,2.176,7.541,5.529,10.941,16.471,33.571,2.529,4.176,0.294,0.765,1.059,4,0.176,0.471,0.235,0.118,0.706,0.412,0.294,0,0,0,,0,,2.706,0.529,0.235,,0.647,18.182,15,0.882,0.176,1.118,0.529,78.947,4.941,20,0.824,0.353,0.471,12.765,0.235
Bradley Helbig,Richmond,21,1,1.5,17,20,0,0,60,2,4,6,,,,,0,0,69,,3,2,0,,3,3,6,,3,2,0,0,0,1,0,0,0,0,1,2,-1,0,0,0,,0,,2,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,7,0
Bradley Hill,Hawthorn,20,24,8.075,60.75,63.208,3,0.143,76.708,10.25,5.875,16.125,67.183,58.537,82.27,63.566,2.75,1.25,286.875,17.791,2,8.062,3.5,4.607,4.667,11.5,16.167,28.866,1.917,3.667,0.333,0.75,1.083,2.958,0.042,0.417,0.083,0.208,0.417,0.542,-0.125,0,0,0,,0,,2.083,0.292,0.208,,0.375,,18,0.75,0.208,1.125,0.583,66.667,4.708,16.097,0.708,0.25,0.625,13.625,0.208
Brandon Ellis,Richmond,20,21,8.619,80.381,78.714,29,1.45,70.571,11.714,6.857,18.571,81.538,79.675,84.722,63.077,2.19,1.714,266.619,14.356,1.381,13.448,2.571,7.222,4.762,14.143,18.905,25.189,2.524,3.571,0.048,1.238,1.286,5.905,0.429,0.238,0.762,0.143,0.524,0.429,0.095,0,0,0,,0,,2.143,0.286,0.333,,0.429,,14,0.667,0.333,1.048,0.381,63.636,4.762,17.094,0.952,0.619,0.952,10.143,0.571
Brandon Jack,Sydney,19,9,5.622,35.556,35.667,0,0,54.222,4.444,3.111,7.556,61.765,55,71.429,58.824,2.333,0.333,166.667,22.059,2,3.778,2.222,3.4,3.778,3.556,7.333,51.515,1.111,3.333,0.111,0.222,0.333,1.222,0,0.333,0.111,0,0.333,0.667,-0.333,0,0,0,,0,,2.222,0.444,0,,0.444,,7,0.778,0.556,1.444,0.667,53.846,3.444,11.397,0.444,0,0.778,9,0.333
Brandon Matera,Gold Coast,21,10,5.44,59.5,67.3,0,0,70.2,12.1,2.3,14.4,63.194,58.678,86.957,84.028,3.1,1.2,273.4,18.986,2.5,5.76,3.4,4.235,4.2,9.4,13.6,30.882,1.8,3.3,0.1,0.8,0.9,4.8,0.1,1.2,0.4,1,0.6,0.7,-0.1,0,0,0,,0,,2,0.6,0.2,,0.7,,7,0.7,1.3,2.6,1,26.923,5.7,22.093,0.5,0.5,0.3,10.5,0.2
Brendan Whitecross,Hawthorn,23,12,7.858,62.25,65.083,2,0.2,77,9.333,5.75,15.083,80.11,75.893,86.957,61.878,1.25,2.25,217.917,14.448,1.75,8.619,2.083,7.24,4.417,10.583,15,29.444,3.167,3.083,0.167,1.167,1.333,5.583,0.167,0.417,0.5,0.417,0.583,0.75,-0.167,0.25,0.276,0.25,,0.167,,2.167,0.167,1,25,0.167,,3,0.25,0.083,0.417,0.333,,3.833,12.958,1.333,0.167,1.833,11.25,1.25
Brendon Goddard,Essendon,28,22,12.868,106.091,105.409,31,1.409,86.409,15.773,10.318,26.091,77.372,73.112,83.871,60.453,3.864,2.364,428,16.401,2.545,10.25,4.524,5.768,8.409,17.545,25.955,32.399,3.238,5.476,1.227,1.818,3.045,6.864,0.591,0.591,0.81,0.238,0.591,0.864,-0.273,0.476,0.534,0.455,,0.095,,3.318,0.714,0.381,,0.524,18.182,18,0.818,0.227,1.381,0.682,62.069,6.19,23.091,1.429,0.773,1.045,14.19,0.667
Brent Guerra,Hawthorn,31,19,9.663,81.895,72.947,4,0.25,78.158,12,6.632,18.632,82.486,78.07,90.476,64.407,1.684,3.105,360.053,19.325,1.737,10.727,3.211,5.803,4.789,12.579,17.368,27.576,4.526,3.895,0.263,0.526,0.789,4.895,0.053,0.105,0.632,0,0.737,0.632,0.105,0,0,0,,0,,2.263,0.053,1.053,35,0.053,,3,0.158,0.158,0.421,0.158,,3.895,13.121,1.474,0.947,2.421,8.105,1.947
Brent Harvey,North Melbourne,35,16,16.462,104.062,92.875,37,2.312,86.562,13.125,10.938,24.062,77.624,70.854,85.89,54.545,5,0.938,374.933,15.536,2.188,11,3.267,7.388,6.75,17,23.75,28.421,2.533,4.8,0.688,1.625,2.312,4.688,0.25,0.688,0.333,1.2,0.812,0.562,0.25,0,0,0,,0,,2.688,0.4,0.333,,0.867,38.462,19,1.188,0.562,2.2,1.25,54.545,8.333,30.048,1.133,3.125,0.625,13.867,0.133
Brent Macaffer,Collingwood,25,22,6.264,59.864,65.727,7,0.333,85.864,9.136,4.818,13.955,71.661,65.672,83.019,65.472,2.636,1.045,223.727,16.033,2.136,6.532,2.682,5.203,4.364,9.318,13.682,31.894,1.864,3.273,0.227,0.727,0.955,4.5,0.364,0.455,0.227,0.409,0.5,0.955,-0.455,0.045,0.055,0,,0,,3.864,0.5,0.136,,0.864,31.579,7,0.318,0.182,0.636,0.5,50,3.955,14.721,0.727,0.182,0.545,16,0.273
Brent Moloney,Brisbane,29,16,10.794,84.688,79,20,1.25,75.562,10,9.75,19.75,68.354,59.375,77.564,50.633,3.875,0.875,322.438,16.326,2.688,7.349,4.062,4.862,9.812,10.25,20.062,48.91,1.875,6.25,1.938,3.25,5.188,2.562,0.125,0.25,0.312,0.125,0.875,1.125,-0.25,0,0,0,,0,,5.25,0.562,0.312,,0.125,,8,0.5,0.312,1.062,0.312,47.059,4.688,19.531,1.688,0.375,0.875,19.75,0.188
Brent Reilly,Adelaide,30,12,10.158,78.417,63.167,1,0.083,79.75,10.333,6.083,16.417,74.112,71.774,78.082,62.944,0.833,3.25,293.75,17.893,2.25,7.296,4,4.104,5.583,10.167,15.75,35.45,6.167,4,0.167,0.417,0.583,4.25,0.667,0.167,1.333,0,0.583,1.25,-0.667,0,0,0,,0,,2.333,0.083,1.25,26.667,0.083,,2,0.167,0.083,0.333,0.083,,4,14.907,1.917,0.75,2.917,12.5,2.417
Brent Renouf,Port Adelaide,25,5,3.38,51.8,39,0,0,70.2,2.4,4.2,6.6,75.758,,80.952,36.364,0.8,0,50.8,7.697,2.8,2.357,1.4,4.714,3,3.4,6.4,46.875,0.6,2.4,0.4,0.6,1,1.6,0.6,0.2,0.2,0,0,2,-2,44.8,49.558,15.8,35.268,4,25.316,1.6,0,1,,0.2,,2,0.4,0,0.4,0.2,,4,15.152,2,0,2.6,7.2,2.6
Brent Staker,Brisbane,29,15,11.093,76.533,61.933,1,0.067,85.667,8.867,3.933,12.8,72.472,69.106,80,69.271,2,1.333,224.857,17.685,2.267,5.647,2.643,4.811,5.667,7.333,13,43.59,2.357,3.571,0.067,0.4,0.467,4.6,0.933,1.067,0.429,0.5,0.6,1.267,-0.667,1.214,1.335,0.267,,0,,1.933,0.357,0.857,0,2.571,36.111,21,1.4,0.467,2.143,0.4,63.333,4.357,17.733,0.857,0,3.133,11.643,2.214
Brent Stanton,Essendon,27,21,10.876,94.19,103.381,16,0.762,83.476,17.238,7.714,24.952,71.315,65.407,84.177,69.084,5.286,1.619,471.2,18.773,2.524,9.887,4.75,5.284,7.143,17.905,25.048,28.517,2.5,3.95,1.048,1.667,2.714,5.333,0.333,0.381,0.2,0.4,1.286,0.333,0.952,0,0,0,,0,,3.857,0.5,0.45,,1,40,14,0.667,0.524,1.5,0.571,46.667,6.5,24.39,1.1,0.762,1.143,13.4,0.55
Bret Thornton,Greater Western Sydney,30,1,4.8,63,71,0,0,88,12,2,14,,,,,1,1,172,,1,14,0,,2,12,14,,4,1,0,0,0,11,0,0,1,0,0,1,-1,3,4.348,1,,0,,0,0,1,,0,,0,0,0,0,0,,2,8.333,0,0,2,2,1
Brett Deledio,Richmond,26,23,12.683,104.348,94.826,42,1.909,86.522,13.783,10,23.783,73.857,69.085,80.435,57.952,4.13,3,460.652,19.369,2.13,11.163,4,5.946,7.478,15.217,22.696,32.95,3.826,5.087,1.261,1.783,3.043,5.13,0.478,0.391,1.13,0.478,0.565,0.304,0.261,0.261,0.288,0.217,,0.043,,3.739,0.217,0.957,22.727,0.304,,10,0.435,0.652,1.391,0.13,31.25,5.826,21.44,1.391,2.261,1.913,12.565,1.261
Brett Goodes,Western Bulldogs,29,13,10.562,91.231,79,4,0.308,85.231,13,7.769,20.769,71.481,65.68,81.188,62.593,2.154,4.154,387.692,18.667,3.077,6.75,5.154,4.03,7.538,11.846,19.385,38.889,7.615,5.923,0.154,0.615,0.769,5.077,0.385,0,2.077,0.154,0.769,1,-0.231,0,0,0,,0,,2.615,0.077,1.692,36.364,0.231,,2,0.154,0.077,0.308,0.231,,3.538,17.1,1.769,0.769,2.231,11,1.385
Brian Lake,Hawthorn,31,21,11.276,79.095,69.524,12,0.667,96.048,9.476,6.143,15.619,79.878,75.879,86.047,60.671,0.762,3.095,233.81,14.97,2,7.81,2.714,5.754,5.333,10.095,15.429,34.568,7.667,3.143,0,0.095,0.095,7.524,1.762,0.143,3.571,0.048,0.333,0.714,-0.381,0.048,0.051,0,,0,,1.857,0,4.857,28.431,0.286,,2,0.095,0.048,0.143,0,,2.81,9.593,1.381,0.19,6.524,7.952,6.095
Brock McLean,Carlton,27,22,9.391,84.045,86,35,1.667,72.591,11.545,9.545,21.091,66.81,59.055,76.19,54.741,3.091,0.864,296.636,14.065,2.091,10.087,3.364,6.27,9.136,12.091,21.227,43.041,1.455,5.682,1.227,2.727,3.955,4.773,0.364,0.727,0.091,0.364,0.682,0.5,0.182,0.136,0.144,0.091,,0.045,,3.5,0.682,0.227,,0.727,43.75,15,0.682,0.591,1.545,0.773,44.118,5.682,20.903,0.818,0.409,0.818,15.818,0.227
Brodie Grundy,Collingwood,19,7,7.014,74,67.571,0,0,82.571,5,7.571,12.571,65.909,51.429,75.472,39.773,2.143,0.429,125.571,9.989,3.143,4,1.714,7.333,7.429,6,13.429,55.319,1.714,5.143,1,1.429,2.429,2.571,0.429,0.429,0,0.143,1.143,2.286,-1.143,61.571,72.681,21.571,35.035,4.857,22.517,3.143,0.429,0.571,,0.857,,1,0.143,0.429,1,0.143,,5,18.325,2.286,0,1.857,11.714,1.429
Brodie Martin,Adelaide,25,2,1.8,32.5,36.5,0,0,35,7,2,9,,,,,0,3,169.5,,1,9,2,4.5,3,5,8,,1,2,0,0,0,2,0.5,0,0.5,0,1,0,1,0,0,0,,0,,1,0.5,0,,0.5,,0,0,0.5,1,0.5,,2.5,10.87,0,0,0,6,0
Brodie Murdoch,St Kilda,19,8,5.5,40.25,41,0,0,76.75,4.875,3,7.875,73.016,64.103,87.5,61.905,1.625,0.625,128.25,16.286,0.75,10.5,1.375,5.727,4.125,3.875,8,51.562,1.25,2.625,0.25,0.625,0.875,3.375,1,0.375,0.5,0.375,0.5,0.125,0.375,0,0,0,,0,,2.125,0,0.375,,0.75,,2,0.25,0.125,0.625,0.125,,2,9.412,0.25,0.25,0.625,10.875,0.5
Brodie Smith,Adelaide,21,18,11.528,75.556,68.556,6,0.333,86.056,12.389,6.722,19.111,80.523,75.336,90.083,64.826,2.833,3.611,400.333,20.948,1.444,13.231,3.556,5.375,4.833,12.778,17.611,27.445,4.722,3.611,0.167,0.333,0.5,3.833,0.056,0,0.556,0,0.556,0.278,0.278,0,0,0,,0,,1.389,0.056,1.333,29.167,0.278,,3,0.167,0.167,0.556,0.222,30,4.889,18.449,1.556,1.556,2.556,9.167,2.111
Bryce Gibbs,Carlton,24,21,12.033,95.762,89.048,25,1.316,82.857,14.429,7.952,22.381,68.511,62.046,80.24,64.468,4.143,2.143,411.952,18.406,2.238,10,3.952,5.663,9.333,12.952,22.286,41.88,3.667,6.667,1.048,2.333,3.381,4.381,0.429,0.286,0.667,0.095,0.857,0.619,0.238,0,0,0,,0,,3.571,0.19,1,19.048,0.381,,11,0.524,0.286,1.048,0.476,50,5.524,20.351,1.762,1.381,1.429,13.048,1.048
Cale Hooker,Essendon,25,22,11.009,77.409,72.091,13,0.591,95.727,8.955,9,17.955,83.2,80.952,85.484,49.873,0.864,2.955,208.667,11.685,2.045,8.778,2.238,7.979,7.182,10.636,17.818,40.306,8.286,4.762,0,0.455,0.455,6.864,1.227,0,2.905,0,0.682,0.864,-0.182,0.048,0.053,0,,0,,2,0.048,2.857,28.333,0.048,,2,0.091,0,0.095,0.045,,3.048,11.368,1.619,0.136,5,7.19,4.429
Cale Morton,West Coast,23,3,6.267,36.667,40,0,0,39.667,6.667,3.667,10.333,77.419,70,,64.516,2.333,1,187,18.097,0,,0.667,15.5,3,8,11,27.273,2.333,2.333,0.667,0,0.667,3,0,0,0,0,0.667,0,0.667,0.333,0.342,0.333,,0.333,,0,0,0.333,,0.667,,1,0.333,0.667,1,0,,3,12.676,0.667,0.333,1.333,3,1
Callan Ward,Greater Western Sydney,23,21,12.619,97.333,94.143,25,1.19,87.571,11.762,11.524,23.286,74.847,68.016,81.818,50.511,2.81,1.905,303.952,13.053,2.381,9.78,3.667,6.351,10.143,13.286,23.429,43.293,3.571,6.524,1.714,2.762,4.476,4.524,0.476,0.095,0.905,0.143,1.333,0.762,0.571,1.857,1.973,1.857,100,0.857,46.154,4.476,0.238,0.429,,0.095,,11,0.524,0.286,0.952,0.476,55,4.429,23.192,1.952,0.571,1.19,15.238,0.667
Callum Sinclair,West Coast,24,5,5.74,64.6,56,0,0,72.8,6,3.8,9.8,63.265,56.667,,61.224,1.4,0.4,136.8,13.959,1.6,6.125,1.8,5.444,5.2,4.8,10,52,1,2,0.2,0.8,1,4.2,1.6,1,0.6,0.4,1.4,0.8,0.6,28.8,30.508,9.4,32.639,4.4,46.809,1.2,0.2,0.6,,1.2,,3,0.6,1,2.2,0,27.273,5,16.026,0.8,0,2.8,10.2,2.4
Cam Sutcliffe,Fremantle,21,19,5.347,49.421,48.684,0,0,60.895,7.737,4,11.737,72.381,69.565,77.778,65.919,1.316,1.368,181.778,15.581,1.526,7.69,2.167,5.385,3.684,8,11.684,31.532,2.056,2.667,0.053,0.842,0.895,3.368,0.053,0.211,0.333,0.056,0.421,0.789,-0.368,0,0,0,,0,,1.684,0.111,0.778,28.571,0.056,,8,0.421,0.053,0.556,0.316,80,2.944,11.804,0.778,0.263,1.316,8.556,1
Cameron Delaney,North Melbourne,21,1,11.1,90,90,0,0,84,15,4,19,,,,,0,3,240,,1,19,0,,5,13,18,,6,1,0,0,0,12,4,0,4,0,0,1,-1,0,0,0,,0,,1,0,6,,0,,0,0,0,0,0,,5,12.5,2,2,3,5,3
Cameron Guthrie,Geelong,21,20,8.59,61.05,56.05,2,0.118,81.75,7.15,5.7,12.85,81.323,78.322,85.088,55.642,1.15,2.2,185.9,14.467,1,12.85,1.9,6.763,4.65,8.05,12.7,36.614,4,3.15,0.1,0.4,0.5,3.75,0.6,0.1,1,0,0.55,0.4,0.15,0,0,0,,0,,2.75,0.2,1.55,19.355,0.15,,5,0.25,0.1,0.4,0,,3.05,10.721,1,0.55,1.95,10.7,1.4
Cameron Hitchcock,Port Adelaide,23,3,3.533,31,35.333,0,0,47,5.333,3,8.333,52,,,64,2,0,155.333,18.64,0.667,12.5,1.667,5,2.333,6,8.333,28,1,2.333,0,0.333,0.333,1.333,0,0,0,0.333,0,0,0,0,0,0,,0,,1.667,1,0.333,,0,,1,0.333,0.667,1,0.333,,1.667,6.173,0.333,0,0,6.667,0
Cameron O'Shea,Port Adelaide,21,24,9.662,74.708,72.792,8,0.364,88.083,9.667,8.542,18.208,75.973,66.81,86.341,53.089,2.125,2.167,264.417,14.522,3,6.069,2.708,6.723,6.417,11.875,18.292,35.08,6.083,5,0.167,1,1.167,5.042,0.333,0.042,1.25,0.125,0.875,1.083,-0.208,0.292,0.309,0.292,,0,,3.208,0.083,1.583,18.421,0.208,,3,0.125,0.083,0.333,0.292,,4.208,16.612,1.5,0.083,2.792,13.167,2.208
Cameron Pedersen,Melbourne,26,10,8.76,67.2,61.4,1,0.1,93.5,6.6,6.9,13.5,80.741,78.788,82.609,48.889,1.7,2.3,239.3,17.726,2.5,5.4,2.9,4.655,5,8.6,13.6,36.765,4.7,3.1,0.1,0.2,0.3,5.7,1,0.5,1.5,0.3,0.4,1.2,-0.8,5.3,5.717,1.5,28.302,0.6,,2.3,0.5,1.7,29.412,0.6,,5,0.5,0.2,0.8,0.2,,2.9,15.026,1.4,0.5,4,11.5,3.4
Cameron Shenton,St Kilda,23,1,3.1,32,27,0,0,52,3,4,7,,,,,2,0,122,,1,7,1,7,0,7,7,,0,0,0,0,0,3,0,0,0,0,0,1,-1,0,0,0,,0,,1,0,0,,0,,0,0,0,0,0,,4,12.903,1,0,1,6,1
Campbell Brown,Gold Coast,30,13,8.4,73.923,66.538,0,0,87.615,9.231,4.231,13.462,69.714,60.833,89.091,68.571,3,0.615,259.308,19.263,2.462,5.469,3.308,4.07,5,8.923,13.923,35.912,2.077,3.846,0.154,0.462,0.615,4.538,0.538,1.615,0.538,0.923,0.692,1.231,-0.538,0,0,0,,0,,2.077,1.077,0.231,,2,7.692,23,1.769,0.846,3.154,1,56.098,6.231,26.733,0.462,0.308,1.923,9.923,1
